13.6720000,1.5623951,0.7980406,-8.5069200,10623.9884708
5.0010000,1.4017971,0.7403861,6.2065800,10692.6817871
8.9910000,1.5325190,0.9022115,0.1953000,10689.0014781
11.5980000,1.5166120,0.8310797,26.1813600,9542.7086941
20.0030000,1.7490146,0.8259621,4.6182000,11080.6105451
25.0040000,1.6233972,0.8404832,-12.7951200,10315.6175123
30.0050000,1.5087504,0.8822482,6.0688800,11377.4178454
35.0060000,1.4484004,0.8271739,-8.5576800,11044.4800510
40.0060000,1.6507410,0.8710667,-8.4048600,10164.7981794
45.0070000,1.5356109,0.8615467,-17.6263800,9112.6155213
50.0080000,1.7381372,0.8852476,-20.5570200,10459.3598669
55.0090000,1.4249498,0.7823204,10.8290400,10877.5404747
60.0100000,1.4004752,0.7762547,6.7440600,11201.7180120
65.0100000,1.4747020,0.8052767,6.7751400,12341.3753183
70.0110000,1.4944272,0.7380850,-16.4587200,10987.8413595
75.0120000,1.4248944,0.7480052,12.5187000,10939.5880672
80.0130000,1.4529088,0.7549319,-5.6392800,11313.0767558
85.0140000,1.6141583,0.8009301,-2.8797000,10433.5753901
90.0140000,1.5323694,0.7966668,-17.4570600,10171.7896607
95.0150000,1.5631782,0.7894520,9.9541200,10266.2032109
100.0160000,1.4670275,0.7414206,1.4729400,11384.5403887
105.0170000,1.4999413,0.7506276,0.6579600,10100.6378911
110.0180000,1.4751482,0.7666410,10.5761400,10143.0306194
115.0180000,1.4560189,0.7301014,19.8923400,10009.2899767
120.0190000,1.4436690,0.8440293,0.4182600,12479.5052235
125.0200000,1.4439120,0.7606789,-4.3926600,10925.1076537
130.0210000,1.5444213,0.7857187,10.2029400,9793.6705924
135.0220000,1.4716656,0.7453673,-0.5071200,11087.9202491
140.0220000,1.4936259,0.8018493,-1.4547000,10588.7422054
145.0230000,1.5202244,0.7752325,-4.4755800,10924.3192627
150.0240000,1.4697286,0.7533093,-0.3863400,10151.3417977
155.0250000,1.5129226,0.8059069,-6.3292200,9711.8978557
160.0260000,1.4400376,0.7131325,10.7328000,11342.7198087
165.0260000,1.5580928,0.8053412,-19.6654800,10983.9915994
169.9740000,1.5589684,0.7523852,4.6120800,12147.6776857
174.9750000,1.4221561,0.7293088,15.6788400,10163.1169186
179.9760000,1.4899753,0.8433538,6.1337400,9763.2956759
184.9760000,1.3394170,0.7447795,9.4162200,11899.3000325
189.9770000,1.3661089,0.7426432,-5.1407400,9792.1915595
194.9780000,1.4952840,0.7614818,-13.9095000,10927.8150526
199.9790000,1.3714358,0.7317373,-4.1557800,11722.8100390
204.9800000,1.4795819,0.7875956,3.6302400,11585.1590545
209.9800000,1.5273402,0.8329317,-5.0418600,10523.5735111
214.9810000,1.5915085,0.7629846,6.3244200,11920.7134249
219.9820000,1.5026044,0.7154567,3.4909800,12331.8147971
224.9830000,1.6280352,0.7859397,-5.1969000,10800.0600155
229.9840000,1.4852254,0.7136010,-10.4788200,9949.1990374
234.9840000,1.5882113,0.8230483,7.1164200,11289.4595565
239.9850000,1.4481771,0.7925383,11.2358400,10211.8170157
244.9860000,1.4608812,0.7208031,-6.6774600,11583.9112241
249.9870000,1.4967742,0.6902443,-7.9423800,11092.5127272
254.9880000,1.4739566,0.6940644,7.8727200,9833.3354337
259.9880000,1.5450720,0.8207275,18.9163200,9448.7524262
264.9890000,1.4283775,0.7593271,-0.2776800,12841.8395470
269.9900000,1.4820599,0.8090174,-4.6497000,12790.8268985
274.9910000,1.5172821,0.7881889,-23.5627200,11198.4846271
279.9920000,1.4753164,0.8165643,25.1858400,10259.7855807
284.9920000,1.5867964,0.8869778,-7.6671600,9704.5444327
289.9930000,1.4315441,0.8120335,-6.6741000,12589.2170803
294.9940000,1.4565223,0.7258017,13.6461000,10666.8073857
299.9950000,1.7387510,0.8435139,-0.5061600,11730.7941051
304.9960000,1.5177663,0.8214222,6.3732600,10411.4283675
309.9960000,1.4442286,0.6564853,5.9268000,10814.6835549
314.9970000,1.5541999,0.7432057,13.6528200,11786.1405036
319.9980000,1.5439552,0.8084636,-5.5306200,10507.5670944
324.9990000,1.3589562,0.8284904,-2.8627200,11307.1219587
330.0000000,1.5770549,0.8444134,15.3261600,11137.1495422
335.0000000,1.6598499,0.8558235,18.7801200,10871.8976182
340.0010000,1.5542183,0.8168275,0.6892800,9577.6401318
345.0020000,1.3510961,0.7873977,7.4241600,12127.7423189
350.0030000,1.5943211,0.8078305,18.6159000,11199.0184112
355.0040000,1.5178038,0.7425693,15.6314400,10785.4745688
360.0040000,1.3929498,0.6463851,28.2673200,10023.2806710
