352.0243835,44362.2890000,1313.0624965,84.8439000,2.1040653
5.0008001,44885.0720000,1220.7307379,84.4222000,2.2207889
10.0016003,44490.4396667,1179.2970008,83.8918200,2.3947624
15.0023994,44496.6513333,1398.5015041,84.6025400,2.0513442
20.0032005,44831.4270000,1306.9904678,84.3261200,2.0774765
25.0039997,44680.8036667,1345.7744349,84.7280600,2.1111243
30.0047989,44766.9810000,1292.9421282,84.6343400,2.3670005
35.0056000,44588.9106667,1295.9989627,84.4032600,2.4097079
40.0064011,44446.3580000,1379.3101810,84.9301600,1.9438708
45.0071983,44889.1690000,1326.5103143,83.9631200,1.9414006
50.0079994,44793.4300000,1298.0544833,84.3603000,2.0793447
55.0088005,44707.4986667,1477.2733552,84.2941400,2.4774445
60.0095978,44969.0176667,1281.2378162,84.7608000,1.7931498
65.0103989,44456.1660000,1338.6956900,84.6264800,2.0867080
70.0112000,44709.8583333,1346.7385369,84.3792600,2.5816730
75.0120010,44551.5336667,1216.7160432,84.1253600,2.2162280
80.0128021,44755.0560000,1252.3181817,83.9109600,2.6942578
85.0135956,44156.9000000,1261.1443128,84.0266400,2.4525311
90.0143967,44405.8756667,1190.9440712,84.2870000,2.1222727
95.0151978,44602.9453333,1275.3130783,83.5621200,2.4880422
100.0159988,44344.7786667,1309.9812708,84.4287600,2.4970139
105.0167999,44490.3166667,1352.7677788,83.9049800,2.4435356
110.0176010,44571.2796667,1124.9370044,84.6499000,2.3050361
115.0183945,44439.9003333,1094.9259902,84.3888800,2.1887835
120.0191956,44756.1790000,1217.8119849,84.4842400,2.2085925
125.0199966,44604.0616667,1065.6174572,84.2255400,2.2851121
130.0207977,44797.7773333,1463.2873146,84.3060400,2.2106491
135.0215912,44578.6063333,1201.4727867,84.8835400,2.1636860
140.0223999,44441.8860000,1245.5017506,83.8832000,2.3827508
145.0231934,44550.9133333,1306.6143375,84.6544800,2.0889456
150.0240021,44361.4176667,1241.3553947,84.2342800,2.1998579
155.0247955,44179.2550000,1366.9595086,84.6408600,2.0457927
160.0256042,44554.5156667,1168.4453845,84.4191000,2.4576149
165.0263977,44742.2673333,1269.1535234,84.5233200,2.1676203
169.9739990,44643.1763333,1296.2706764,84.5116600,1.8604840
174.9747925,44741.5246667,1333.8347211,84.2880600,2.2581940
179.9756012,44787.4680000,1311.9031648,84.3727600,2.1540424
184.9763947,44763.7506667,1269.5070834,84.9897600,2.3457449
189.9772034,44417.7973333,1332.0871936,84.3789600,2.3556587
194.9779968,44326.7783333,1262.3282981,84.2949600,2.1636953
199.9787903,44587.4200000,1124.4107321,84.1189000,2.2396738
204.9795990,44823.7280000,1295.4559501,84.3863000,2.5062268
209.9803925,44615.3633333,1409.7615437,84.0021000,2.3844195
214.9812012,44359.4336667,1071.3119714,84.3783800,1.9669334
219.9819946,44531.1686667,1099.8283441,84.1467400,2.5351281
224.9828033,44750.9593333,1336.6345224,83.9299400,2.3371898
229.9835968,44406.1223333,1322.3087301,84.7310400,2.0041144
234.9843903,44599.3436667,1208.4192993,84.2390600,2.2997512
239.9851990,44644.1673333,1383.7961985,84.6034000,2.2600779
244.9859924,44308.5200000,1211.5348527,84.3811400,2.4667178
249.9868011,44212.4070000,1241.2252105,84.4063400,1.7651293
254.9875946,44616.9760000,1354.7589877,84.3948200,2.3973092
259.9884033,44828.8213333,1178.2493585,83.3799000,2.5571139
264.9891968,44325.7800000,1274.7447366,83.9446600,3.0409737
269.9899902,44451.6973333,1177.9376068,84.0664600,2.3223111
274.9907837,44657.9540000,1521.0114620,83.8274200,2.4791980
279.9916077,44698.1870000,1189.6204351,84.3506000,2.3249301
284.9924011,44585.3136667,1263.4949955,84.3087600,1.8855901
289.9931946,44938.0966667,1551.5764188,84.0718600,2.4619507
294.9939880,44830.9330000,3068.5711137,83.4475000,5.1036055
299.9947815,44470.6933333,1179.4903826,84.7360800,2.0604249
304.9956055,44762.5146667,1610.1274830,85.1264200,2.4440681
309.9963989,44617.2236667,1228.7246195,84.3181200,2.5229159
314.9971924,44203.9660000,1829.4135702,84.0535200,3.0063515
319.9979858,44756.7976667,970.4627580,84.7808400,1.8020231
324.9987793,44898.8590000,1497.9486902,83.8204400,2.7087529
329.9996033,44821.2483333,1141.6437650,84.1569200,2.3528025
335.0003967,45105.1123333,2401.9886546,83.4589200,3.2243412
340.0011902,44450.5800000,1440.6828112,84.3260800,2.2900937
345.0019836,44668.3850000,1701.0300902,84.2351600,2.5494748
350.0028076,44541.1033333,1628.4233373,84.0339800,2.6115411
351.5987854,44766.3603333,1502.0701463,83.8346400,2.9051762
356.5995789,44356.4550000,1331.1422980,84.4166400,1.8631639
