0.0000000,20.8683222,0.0131406,-46.9073333,0.1604213,20.8617000,20.8915000,20.8617000,20.8617000,20.8617000,20.8617000,20.8617000,20.8617000,20.8915000
10.0020000,20.9842889,0.0314502,-47.1080000,0.0664078,20.9810000,21.0108000,21.0108000,21.0108000,20.9810000,20.9213000,20.9511000,20.9810000,21.0108000
20.0030000,20.8120333,0.0394217,-46.1920000,0.1377716,20.8617000,20.8617000,20.8319000,20.8319000,20.8319000,20.7723000,20.7723000,20.7723000,20.7723000
30.0050000,20.7193222,0.0387909,-46.2453333,0.0751864,20.7425000,20.7425000,20.7425000,20.7425000,20.7425000,20.7425000,20.7127000,20.6531000,20.6531000
40.0060000,20.7226333,0.0394217,-45.9653333,0.0460326,20.7127000,20.7127000,20.7425000,20.7723000,20.7723000,20.7425000,20.6829000,20.6531000,20.7127000
50.0080000,20.6398556,0.0216492,-46.1626667,0.0917715,20.6531000,20.6233000,20.5935000,20.6233000,20.6531000,20.6531000,20.6531000,20.6531000,20.6531000
60.0100000,20.9677000,0.0397781,-46.6553333,0.0877439,20.9810000,20.9511000,20.9511000,20.9213000,20.9213000,20.9511000,20.9810000,21.0108000,21.0406000
70.0110000,20.7822333,0.0258076,-46.1626667,0.0774080,20.7723000,20.8021000,20.8319000,20.8021000,20.7723000,20.7723000,20.7723000,20.7723000,20.7425000
80.0130000,20.8451444,0.0449751,-46.4746667,0.0541479,20.8617000,20.8617000,20.8617000,20.8915000,20.8915000,20.8617000,20.8319000,20.7723000,20.7723000
90.0140000,21.0207333,0.0298000,-47.0860000,0.0923201,21.0108000,20.9810000,20.9810000,21.0108000,21.0108000,21.0406000,21.0406000,21.0704000,21.0406000
100.0160000,21.1200667,0.0577075,-47.2293333,0.0370000,21.0406000,21.0406000,21.0704000,21.1002000,21.1598000,21.1598000,21.1598000,21.1896000,21.1598000
110.0180000,21.0737111,0.0406539,-47.3346667,0.0703847,21.0704000,21.0406000,21.0108000,21.0406000,21.0704000,21.0704000,21.1002000,21.1300000,21.1300000
120.0190000,21.2227111,0.0566287,-47.5406667,0.1483139,21.1598000,21.1896000,21.1896000,21.1598000,21.1896000,21.2492000,21.2790000,21.3088000,21.2790000
130.0210000,21.3220444,0.0216492,-47.5080000,0.1267123,21.2790000,21.3088000,21.3088000,21.3386000,21.3386000,21.3386000,21.3386000,21.3386000,21.3088000
140.0220000,21.4213778,0.0465915,-47.9546667,0.0317648,21.3088000,21.3982000,21.4280000,21.4578000,21.4578000,21.4578000,21.4280000,21.4280000,21.4280000
150.0240000,21.4975333,0.0632153,-48.2653333,0.0605062,21.4578000,21.4578000,21.4578000,21.4280000,21.4578000,21.4876000,21.5472000,21.5770000,21.6068000
160.0260000,21.4280000,0.0210718,-47.9293333,0.0826922,21.4280000,21.4280000,21.4578000,21.4578000,21.4280000,21.3982000,21.3982000,21.4280000,21.4280000
169.9740000,21.4445556,0.0157060,-48.2226667,0.1619568,21.4578000,21.4280000,21.4280000,21.4578000,21.4578000,21.4578000,21.4578000,21.4280000,21.4280000
179.9760000,21.2591333,0.0333174,-47.4553333,0.0416533,21.3088000,21.2790000,21.2790000,21.2790000,21.2492000,21.2194000,21.2194000,21.2194000,21.2790000
189.9770000,20.8352111,0.0276532,-46.8320000,0.1207849,20.8915000,20.8617000,20.8319000,20.8319000,20.8021000,20.8021000,20.8319000,20.8319000,20.8319000
199.9790000,20.9776556,0.0458365,-47.0053333,0.0609508,21.0406000,21.0108000,20.9810000,20.9213000,20.9213000,20.9213000,20.9810000,21.0108000,21.0108000
209.9800000,20.5736333,0.0210718,-46.1920000,0.1036629,20.5935000,20.5935000,20.5935000,20.5935000,20.5339000,20.5637000,20.5637000,20.5637000,20.5637000
219.9820000,20.9909111,0.0394564,-48.1106667,0.1590314,20.9511000,20.9810000,20.9810000,21.0108000,21.0406000,21.0406000,21.0108000,20.9810000,20.9213000
229.9840000,20.4378778,0.0131406,-46.7173333,0.0480729,20.4445000,20.4147000,20.4147000,20.4445000,20.4445000,20.4445000,20.4445000,20.4445000,20.4445000
239.9850000,20.5637000,0.0364974,-46.6273333,0.0577668,20.5041000,20.5041000,20.5637000,20.5935000,20.5935000,20.5935000,20.5935000,20.5637000,20.5637000
249.9870000,20.5339000,0.0333174,-46.9173333,0.0540093,20.5637000,20.5041000,20.4743000,20.5041000,20.5339000,20.5637000,20.5339000,20.5637000,20.5637000
259.9880000,20.9279444,0.0573145,-46.4766667,0.1012225,20.8617000,20.8617000,20.9213000,20.9213000,20.8915000,20.9213000,20.9511000,20.9810000,21.0406000
269.9900000,20.8054111,0.0276532,-47.2013333,0.0308058,20.8021000,20.8319000,20.8319000,20.8319000,20.8319000,20.8021000,20.7723000,20.7723000,20.7723000
279.9920000,20.7656778,0.0289604,-46.7826667,0.0632456,20.7425000,20.7425000,20.7723000,20.7723000,20.7723000,20.7425000,20.7425000,20.7723000,20.8319000
289.9930000,20.7590556,0.0216492,-46.7906667,0.0735527,20.7425000,20.7723000,20.7425000,20.7425000,20.7425000,20.7425000,20.7723000,20.7723000,20.8021000
299.9950000,20.7491222,0.0489160,-46.7980000,0.1950461,20.7723000,20.8021000,20.8319000,20.7723000,20.7425000,20.7127000,20.6829000,20.7127000,20.7127000
309.9960000,20.8054111,0.0481536,-46.8960000,0.1341976,20.8617000,20.8617000,20.8319000,20.7723000,20.7425000,20.7425000,20.7723000,20.8319000,20.8319000
