0.0000000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
10.0020000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
20.0030000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
30.0050000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
40.0060000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
50.0080000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
60.0100000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
70.0110000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
80.0130000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
90.0140000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
100.0160000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
110.0180000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
120.0190000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
130.0210000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
140.0220000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
150.0240000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
160.0260000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
169.9740000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
179.9760000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
189.9770000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
199.9790000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
209.9800000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
219.9820000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
229.9840000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
239.9850000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
249.9870000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
259.9880000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
269.9900000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
279.9920000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
289.9930000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
299.9950000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
309.9960000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
319.9980000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
330.0000000,6015.8100000,0.0000000,-0.1260000,0.0000000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000,6015.8100000
340.0010000,6011.9900000,0.0000000,-0.1260000,0.0000000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000
350.0030000,6011.9900000,0.0000000,-0.1260000,0.0000000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000
355.5890000,6011.9900000,0.0000000,-0.1260000,0.0000000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000,6011.9900000
