352.0240000,20.7720933,0.2202064,179.2112000,0.1549061,20.5153000,20.5116000,20.5414000,20.6084000,20.6941000,20.7947000,20.8990000,20.9959000,21.0778000,21.0927000,21.0331000,20.9288000,20.7798000,20.6196000,20.4892000
5.0010000,20.3441867,0.0463386,179.4124000,0.1350898,20.2359000,20.2694000,20.2955000,20.3365000,20.3588000,20.3551000,20.3588000,20.3588000,20.3477000,20.3626000,20.3924000,20.4073000,20.3924000,20.3626000,20.3290000
10.0020000,20.3146200,0.0491123,179.4316000,0.0814659,20.3514000,20.3551000,20.3477000,20.2955000,20.2433000,20.2433000,20.2545000,20.2694000,20.2806000,20.2955000,20.3253000,20.3328000,20.3551000,20.3849000,20.3849000
15.0020000,20.3826733,0.0206268,179.5592000,0.1152533,20.3812000,20.3700000,20.3626000,20.3588000,20.3737000,20.3961000,20.4147000,20.4035000,20.3812000,20.3700000,20.3700000,20.3924000,20.4147000,20.4035000,20.3477000
20.0030000,20.3727333,0.0665981,179.2296000,0.3088506,20.5153000,20.4855000,20.4371000,20.3886000,20.3439000,20.3141000,20.2955000,20.2806000,20.3141000,20.3551000,20.3588000,20.3514000,20.3588000,20.3849000,20.4073000
25.0040000,20.4596667,0.0265467,179.2088000,0.1166063,20.4110000,20.4371000,20.4445000,20.4333000,20.4296000,20.4520000,20.4557000,20.4557000,20.4594000,20.4669000,20.4967000,20.5041000,20.4855000,20.4780000,20.4855000
30.0050000,20.3700067,0.0406854,179.8336000,0.0811813,20.4557000,20.4296000,20.3924000,20.3290000,20.3067000,20.3365000,20.3588000,20.3737000,20.3775000,20.3886000,20.3737000,20.3775000,20.3849000,20.3588000,20.3067000
35.0060000,20.2972267,0.0284833,179.7680000,0.0783180,20.3290000,20.3365000,20.3365000,20.3253000,20.3067000,20.2880000,20.2694000,20.2545000,20.2433000,20.2769000,20.2955000,20.2880000,20.2992000,20.3141000,20.2955000
40.0060000,20.2413600,0.0405889,131.9184000,126.6154334,20.1614000,20.1912000,20.2508000,20.2843000,20.3067000,20.2955000,20.2359000,20.2061000,20.2135000,20.2322000,20.2433000,20.2657000,20.2769000,20.2471000,20.2098000
45.0070000,20.3019600,0.0752190,179.7148000,0.1419835,20.2322000,20.2471000,20.2322000,20.2508000,20.3365000,20.3775000,20.3886000,20.3998000,20.3924000,20.3737000,20.3216000,20.3141000,20.2806000,20.2135000,20.1688000
50.0080000,20.1509533,0.1081161,59.8460000,175.4535926,20.2247000,20.2247000,20.2657000,20.2918000,20.3029000,20.2396000,20.1614000,20.1316000,20.1502000,20.1428000,20.1018000,20.0496000,20.0049000,19.9826000,19.9900000
55.0090000,20.2468267,0.1584334,107.7412000,148.8169244,20.0422000,20.0049000,20.0049000,20.0720000,20.1763000,20.2620000,20.3365000,20.4073000,20.4669000,20.4557000,20.3998000,20.3290000,20.2657000,20.2508000,20.2284000
60.0100000,20.3662800,0.0556145,179.3852000,0.1505453,20.4296000,20.3551000,20.2955000,20.2806000,20.3216000,20.3514000,20.3737000,20.3775000,20.3588000,20.3216000,20.3439000,20.4296000,20.4818000,20.4296000,20.3439000
65.0100000,20.4278667,0.0794724,179.5388000,0.1905868,20.5265000,20.5749000,20.5600000,20.4780000,20.4035000,20.3849000,20.4222000,20.4594000,20.4408000,20.3961000,20.3588000,20.3253000,20.3178000,20.3588000,20.4110000
70.0110000,21.0236667,0.0897611,-131.8656000,126.6037525,20.9884000,21.0257000,21.0890000,21.1523000,21.1337000,21.0853000,21.1188000,21.1151000,21.0257000,20.9511000,20.8915000,20.8766000,20.9213000,20.9772000,21.0033000
75.0120000,20.7224133,0.0659697,11.9768000,185.7446591,20.7723000,20.7388000,20.7090000,20.7090000,20.7016000,20.7202000,20.6978000,20.6419000,20.6270000,20.6457000,20.6904000,20.7202000,20.7649000,20.8319000,20.8655000
80.0130000,20.8314400,0.0748923,179.7440000,0.1356255,20.7835000,20.7761000,20.8282000,20.8617000,20.8506000,20.8059000,20.7872000,20.8096000,20.7910000,20.7686000,20.7500000,20.7872000,20.8915000,20.9735000,21.0070000
85.0140000,21.1197733,0.0909472,179.3980000,0.0774597,21.0927000,21.0480000,21.0108000,20.9810000,21.0257000,21.0964000,21.1411000,21.1523000,21.1225000,21.1113000,21.0964000,21.1262000,21.2082000,21.2864000,21.2976000
90.0140000,20.9315267,0.1332150,178.9804000,0.2036779,20.7872000,20.8468000,20.9474000,21.0033000,20.9921000,20.9400000,20.9027000,20.8655000,20.7947000,20.7686000,20.8021000,20.8990000,21.0555000,21.1747000,21.1933000
95.0150000,21.1056333,0.0736787,107.7880000,148.9228420,21.1002000,21.0778000,21.0406000,21.0257000,21.0555000,21.1002000,21.1262000,21.1449000,21.1821000,21.2156000,21.2231000,21.1896000,21.0964000,21.0145000,20.9921000
100.0160000,21.0403067,0.0658412,179.1712000,0.1435505,20.9437000,20.9847000,21.0480000,21.0927000,21.0964000,21.0555000,20.9921000,20.9474000,20.9623000,20.9810000,21.0517000,21.1039000,21.1300000,21.1188000,21.0964000
105.0170000,21.1235067,0.0368609,155.5700000,92.8165993,21.0629000,21.1113000,21.1151000,21.1076000,21.0890000,21.0778000,21.0890000,21.1449000,21.1858000,21.1709000,21.1598000,21.1486000,21.1076000,21.1188000,21.1635000
110.0180000,21.1702000,0.1164006,179.1664000,0.0863984,21.3237000,21.3125000,21.3051000,21.3162000,21.3088000,21.2156000,21.1374000,21.1039000,21.1225000,21.1374000,21.1151000,21.0815000,21.0555000,21.0182000,20.9996000
115.0180000,21.3601667,0.0986555,59.8660000,175.4559746,21.4950000,21.4913000,21.4503000,21.4168000,21.4168000,21.3758000,21.3609000,21.3721000,21.4056000,21.3945000,21.3311000,21.2454000,21.1821000,21.1858000,21.2790000
120.0190000,21.0025667,0.0520962,155.4048000,92.7692705,21.1002000,21.0741000,21.0331000,21.0145000,21.0070000,21.0257000,21.0406000,21.0368000,20.9959000,20.9511000,20.9288000,20.9288000,20.9362000,20.9698000,20.9959000
125.0200000,21.1264733,0.1143976,179.3728000,0.2287754,21.0964000,21.1076000,21.0480000,20.9847000,20.9623000,21.0033000,21.1262000,21.2305000,21.2939000,21.3013000,21.2715000,21.2268000,21.1486000,21.0592000,21.0368000
130.0210000,21.0378133,0.1495839,179.4168000,0.3601871,20.8617000,20.8841000,20.9064000,20.9623000,21.0145000,20.9921000,20.9511000,20.9474000,20.9735000,21.0182000,21.0629000,21.1188000,21.2045000,21.3088000,21.3609000
135.0220000,20.9454400,0.0486915,179.4360000,0.3010951,20.8729000,20.9027000,20.9325000,20.9549000,20.9847000,21.0033000,20.9847000,20.9400000,20.8990000,20.8692000,20.8953000,20.9437000,20.9921000,21.0070000,20.9996000
140.0220000,20.9332600,0.1164430,155.6584000,92.8323563,20.8617000,20.8170000,20.8096000,20.8208000,20.8431000,20.8468000,20.8729000,20.9623000,21.0331000,21.0555000,21.1076000,21.1374000,21.0592000,20.9400000,20.8319000
145.0230000,20.8940333,0.1229343,178.9644000,0.2943566,21.0853000,21.1002000,21.0890000,21.0257000,20.9437000,20.8804000,20.8431000,20.8096000,20.7798000,20.7723000,20.7872000,20.8096000,20.8021000,20.7947000,20.8878000
150.0240000,20.8038800,0.0683969,-179.6264000,0.1540671,20.7612000,20.7239000,20.7723000,20.8170000,20.8096000,20.7463000,20.7127000,20.7612000,20.8021000,20.8096000,20.7761000,20.8059000,20.8915000,20.9288000,20.9400000
155.0250000,20.7782933,0.0801434,11.8884000,185.7072390,20.6978000,20.7463000,20.8282000,20.8617000,20.8692000,20.8655000,20.8617000,20.8692000,20.8245000,20.7537000,20.6829000,20.6494000,20.6755000,20.7276000,20.7612000
160.0260000,20.6662867,0.0443845,-179.5284000,0.1058549,20.6569000,20.6643000,20.6680000,20.6680000,20.6382000,20.5935000,20.5823000,20.6121000,20.6606000,20.7016000,20.7165000,20.7276000,20.7016000,20.6941000,20.7090000
165.0260000,20.5781133,0.0377225,-35.9292000,182.4503881,20.4929000,20.5116000,20.5488000,20.5749000,20.5861000,20.5972000,20.5898000,20.5861000,20.6084000,20.6345000,20.6233000,20.5823000,20.5600000,20.5823000,20.5935000
169.9740000,20.5068400,0.0720103,35.9992000,182.4943313,20.5488000,20.5749000,20.5823000,20.5823000,20.5972000,20.5898000,20.5488000,20.4855000,20.4259000,20.4147000,20.4147000,20.4184000,20.4371000,20.4706000,20.5116000
174.9750000,20.5262133,0.0396356,11.9612000,185.8249743,20.5339000,20.5227000,20.5265000,20.5414000,20.5227000,20.5265000,20.5637000,20.5823000,20.5525000,20.4892000,20.4445000,20.4557000,20.5041000,20.5563000,20.5712000
179.9760000,20.3965933,0.0426902,-179.7452000,0.1298566,20.4371000,20.4669000,20.4557000,20.4222000,20.3998000,20.3886000,20.3775000,20.3663000,20.3477000,20.3253000,20.3290000,20.3849000,20.4222000,20.4184000,20.4073000
184.9760000,20.3777067,0.0531524,-179.6020000,0.1450793,20.4669000,20.4706000,20.4520000,20.4110000,20.3812000,20.3588000,20.3104000,20.2955000,20.3216000,20.3700000,20.3886000,20.3663000,20.3551000,20.3588000,20.3588000
189.9770000,20.3682667,0.0581694,-179.5872000,0.1061799,20.2620000,20.2582000,20.2918000,20.3365000,20.3886000,20.4147000,20.4147000,20.4035000,20.4147000,20.4259000,20.4296000,20.4073000,20.3663000,20.3514000,20.3588000
194.9780000,20.3772133,0.0378776,-179.6752000,0.0774995,20.4073000,20.4073000,20.3924000,20.3886000,20.3700000,20.3365000,20.3290000,20.3328000,20.3588000,20.3998000,20.4296000,20.4259000,20.4110000,20.3588000,20.3104000
