351.2260000,50.4551833,0.1616257,35.9770000,178.7603055,50.4667000,50.5226000,50.5040000,50.4332000,50.3587000,50.3103000,50.2805000,50.2171000,50.1575000,50.1352000,50.1762000,50.2544000,50.3475000,50.4332000,50.5263000,50.5636000,50.5375000,50.4965000,50.4742000,50.4705000,50.4779000,50.5003000,50.5189000,50.5412000,50.5599000,50.5971000,50.6530000,50.7163000,50.7275000,50.6977000
5.0010000,50.5833433,0.0618472,179.6476000,0.0521388,50.5412000,50.5226000,50.4965000,50.5077000,50.5524000,50.6009000,50.6009000,50.5822000,50.5748000,50.5785000,50.5897000,50.6158000,50.6418000,50.6232000,50.5785000,50.5636000,50.5785000,50.5859000,50.5412000,50.4928000,50.4854000,50.5040000,50.5338000,50.5748000,50.6120000,50.6456000,50.6828000,50.7201000,50.7089000,50.6642000
10.0020000,50.6809433,0.0589925,23.9884000,181.3845641,50.6642000,50.6605000,50.6642000,50.6493000,50.6344000,50.6232000,50.5971000,50.5748000,50.5710000,50.5785000,50.6046000,50.6344000,50.6865000,50.7275000,50.7275000,50.7126000,50.7126000,50.7312000,50.7312000,50.7312000,50.7424000,50.7573000,50.7648000,50.7610000,50.7499000,50.7275000,50.6977000,50.6754000,50.6679000,50.6679000
15.0020000,50.7153433,0.0378041,-179.7204000,0.0557220,50.6456000,50.6605000,50.6977000,50.7350000,50.7387000,50.7238000,50.7461000,50.7834000,50.7797000,50.7722000,50.7685000,50.7759000,50.7610000,50.7312000,50.6977000,50.7014000,50.7238000,50.7238000,50.6977000,50.6605000,50.6716000,50.6977000,50.7014000,50.6940000,50.6791000,50.6754000,50.6977000,50.7163000,50.7052000,50.6977000
20.0030000,50.6055633,0.0427608,-179.4314000,0.0695208,50.6679000,50.6418000,50.6120000,50.5748000,50.5412000,50.5189000,50.5301000,50.5673000,50.5748000,50.5859000,50.5748000,50.5710000,50.5859000,50.6046000,50.6232000,50.6344000,50.6269000,50.6009000,50.5673000,50.5710000,50.5859000,50.6195000,50.6530000,50.6679000,50.6754000,50.6716000,50.6605000,50.6344000,50.6120000,50.6120000
25.0040000,50.5941533,0.0467180,-179.1942000,0.0587698,50.5301000,50.5077000,50.5412000,50.5897000,50.6046000,50.6046000,50.6195000,50.6307000,50.6232000,50.6195000,50.6307000,50.6456000,50.6530000,50.6456000,50.6530000,50.6642000,50.6344000,50.5859000,50.5450000,50.5412000,50.5599000,50.5785000,50.5524000,50.5226000,50.5189000,50.5450000,50.5934000,50.6307000,50.6269000,50.6269000
30.0050000,50.5802300,0.0482628,-178.8504000,0.0784618,50.6046000,50.5710000,50.5710000,50.5748000,50.5710000,50.5897000,50.6232000,50.6344000,50.6158000,50.6046000,50.6046000,50.6046000,50.5859000,50.5412000,50.5003000,50.4779000,50.4928000,50.5077000,50.5189000,50.5375000,50.5561000,50.5710000,50.6046000,50.6381000,50.6605000,50.6567000,50.6381000,50.6120000,50.5822000,50.5561000
35.0060000,50.5644600,0.0531064,-178.7500000,0.0325343,50.6344000,50.6269000,50.6120000,50.6009000,50.6120000,50.6046000,50.5673000,50.5226000,50.5040000,50.5077000,50.5375000,50.5710000,50.6083000,50.6195000,50.6195000,50.6195000,50.6232000,50.6046000,50.5710000,50.5524000,50.5301000,50.5040000,50.4667000,50.4518000,50.4742000,50.5077000,50.5412000,50.5710000,50.5785000,50.5897000
40.0060000,50.5342900,0.0834456,-178.5780000,0.0453948,50.5561000,50.5338000,50.5338000,50.5450000,50.5710000,50.6046000,50.6009000,50.5599000,50.5599000,50.5822000,50.5934000,50.5524000,50.4779000,50.4071000,50.3513000,50.3438000,50.3885000,50.4518000,50.4928000,50.4891000,50.4891000,50.4928000,50.5226000,50.5710000,50.5934000,50.6009000,50.6381000,50.6716000,50.6605000,50.5934000
45.0070000,50.5126833,0.0245588,-178.5078000,0.0634619,50.4854000,50.4965000,50.4928000,50.5003000,50.5338000,50.5487000,50.5338000,50.5226000,50.5301000,50.5301000,50.5189000,50.5077000,50.5077000,50.5226000,50.5301000,50.5040000,50.4630000,50.4444000,50.4742000,50.5040000,50.5077000,50.5077000,50.5338000,50.5524000,50.5263000,50.5003000,50.5040000,50.5301000,50.5412000,50.5263000
50.0080000,50.5452167,0.0649397,-178.5276000,0.0777944,50.5599000,50.5673000,50.5897000,50.6009000,50.6046000,50.5822000,50.5263000,50.4630000,50.4332000,50.4444000,50.4816000,50.5412000,50.5822000,50.6083000,50.6083000,50.6158000,50.6530000,50.6679000,50.6344000,50.5748000,50.5375000,50.5375000,50.5152000,50.4891000,50.4630000,50.4630000,50.4742000,50.4816000,50.5114000,50.5450000
55.0090000,50.6470400,0.0629968,-178.5270000,0.0647323,50.7536000,50.7573000,50.7610000,50.7387000,50.7312000,50.7014000,50.6418000,50.5859000,50.5673000,50.5748000,50.6046000,50.6158000,50.5897000,50.6009000,50.6418000,50.6679000,50.6679000,50.6418000,50.6046000,50.5897000,50.5748000,50.5859000,50.5859000,50.5785000,50.6009000,50.6567000,50.6791000,50.6940000,50.7014000,50.7163000
60.0100000,50.5670700,0.0466644,-178.3016000,0.0565695,50.5077000,50.5561000,50.5785000,50.5859000,50.5710000,50.5785000,50.6083000,50.6530000,50.6679000,50.6158000,50.5301000,50.5077000,50.5301000,50.5450000,50.5599000,50.5710000,50.5971000,50.6083000,50.6195000,50.6344000,50.6232000,50.5822000,50.5375000,50.5077000,50.5077000,50.5301000,50.5412000,50.5301000,50.5077000,50.5189000
65.0100000,50.4663667,0.0549817,-178.2720000,0.0527793,50.4630000,50.4220000,50.3848000,50.3848000,50.4109000,50.4071000,50.3773000,50.3811000,50.4146000,50.4593000,50.4779000,50.4593000,50.4407000,50.4146000,50.4109000,50.4481000,50.5226000,50.5561000,50.5338000,50.4928000,50.4816000,50.5003000,50.5226000,50.5450000,50.5301000,50.5114000,50.5003000,50.5077000,50.5189000,50.5114000
70.0110000,50.4499733,0.0515838,-178.3458000,0.0680494,50.4854000,50.4891000,50.4816000,50.4667000,50.4481000,50.4034000,50.3811000,50.3960000,50.4332000,50.4630000,50.4630000,50.4481000,50.4556000,50.4965000,50.5375000,50.5636000,50.5450000,50.5189000,50.4816000,50.4630000,50.4481000,50.4258000,50.4146000,50.4220000,50.4369000,50.3922000,50.3587000,50.3699000,50.3997000,50.4109000
75.0120000,50.3767267,0.0360508,-178.4966000,0.0476804,50.3960000,50.4146000,50.4258000,50.4369000,50.4258000,50.3960000,50.3662000,50.3401000,50.3364000,50.3438000,50.3550000,50.3624000,50.3513000,50.3662000,50.3773000,50.3811000,50.3922000,50.3960000,50.3960000,50.4146000,50.4332000,50.4295000,50.3997000,50.3624000,50.3289000,50.3103000,50.3215000,50.3438000,50.3475000,50.3513000
80.0130000,50.3140000,0.0643816,-178.6790000,0.0806230,50.4407000,50.4071000,50.3736000,50.3624000,50.3848000,50.4034000,50.4071000,50.3885000,50.3513000,50.2879000,50.2469000,50.2432000,50.2656000,50.2991000,50.3215000,50.3438000,50.3550000,50.3587000,50.3401000,50.2879000,50.2432000,50.2432000,50.2395000,50.2395000,50.2246000,50.2544000,50.3066000,50.3066000,50.2618000,50.2320000
85.0140000,50.3384733,0.0845832,-178.9756000,0.0666072,50.3811000,50.4407000,50.4742000,50.4779000,50.4481000,50.4295000,50.4220000,50.4258000,50.4146000,50.3885000,50.3773000,50.3736000,50.3624000,50.3513000,50.3326000,50.3103000,50.2879000,50.2730000,50.2917000,50.3289000,50.3401000,50.3289000,50.3066000,50.2544000,50.2060000,50.1650000,50.1799000,50.2283000,50.2768000,50.2768000
90.0140000,50.2616033,0.0414619,-179.2278000,0.0346344,50.3438000,50.2991000,50.2469000,50.2209000,50.2022000,50.1948000,50.2171000,50.2320000,50.2581000,50.2917000,50.3177000,50.3140000,50.3066000,50.3177000,50.3140000,50.2879000,50.2768000,50.2879000,50.2917000,50.2768000,50.2320000,50.2246000,50.2581000,50.2768000,50.2507000,50.2358000,50.2358000,50.2246000,50.2060000,50.2060000
95.0150000,50.1596467,0.0356331,-179.3626000,0.0671409,50.1426000,50.1277000,50.1277000,50.1277000,50.1203000,50.1017000,50.0905000,50.1017000,50.1315000,50.1762000,50.1948000,50.1724000,50.1389000,50.1277000,50.1426000,50.1724000,50.2060000,50.1985000,50.1873000,50.1613000,50.1389000,50.1501000,50.1762000,50.2060000,50.1948000,50.1836000,50.1836000,50.1836000,50.1985000,50.2246000
100.0160000,50.1169267,0.0538485,-179.6498000,0.0656792,50.1017000,50.1166000,50.0979000,50.0979000,50.1389000,50.1873000,50.1948000,50.1538000,50.0942000,50.0346000,50.0085000,50.0123000,50.0234000,50.0346000,50.0607000,50.0942000,50.1240000,50.1277000,50.1501000,50.1873000,50.1799000,50.1575000,50.1501000,50.1724000,50.1724000,50.1315000,50.1017000,50.1128000,50.1426000,50.1464000
105.0170000,50.1278533,0.0630884,-47.9908000,176.4139947,50.1799000,50.1985000,50.1948000,50.1687000,50.1613000,50.1389000,50.1128000,50.1054000,50.1389000,50.1687000,50.1724000,50.1911000,50.1836000,50.1464000,50.1054000,50.0681000,50.0383000,50.0160000,50.0048000,50.0085000,50.0383000,50.0979000,50.1426000,50.1724000,50.1985000,50.2022000,50.1911000,50.1501000,50.0979000,50.0421000
110.0180000,50.1628567,0.0556561,179.7040000,0.0440157,50.2171000,50.2171000,50.2171000,50.2171000,50.2022000,50.1799000,50.1575000,50.1799000,50.2171000,50.2320000,50.2320000,50.2469000,50.2395000,50.2022000,50.1426000,50.0979000,50.0756000,50.0756000,50.0979000,50.1240000,50.1575000,50.1836000,50.1836000,50.1613000,50.1389000,50.1203000,50.0979000,50.0830000,50.0905000,50.0979000
115.0180000,50.0780667,0.0348377,179.4154000,0.0345459,50.0644000,50.0644000,50.0644000,50.0570000,50.0644000,50.0495000,50.0309000,50.0495000,50.0681000,50.0756000,50.0979000,50.1277000,50.1315000,50.1091000,50.0681000,50.0719000,50.0868000,50.1128000,50.1203000,50.1277000,50.1464000,50.1315000,50.0979000,50.0644000,50.0272000,50.0123000,50.0383000,50.0681000,50.0644000,50.0495000
120.0190000,50.1623767,0.0630263,179.2566000,0.0422901,50.1203000,50.1277000,50.1389000,50.1277000,50.0979000,50.0607000,50.0234000,50.0272000,50.0681000,50.1166000,50.1426000,50.1762000,50.2060000,50.2246000,50.2209000,50.2134000,50.1911000,50.1724000,50.1873000,50.2171000,50.2209000,50.1985000,50.1650000,50.1575000,50.1911000,50.2432000,50.2656000,50.2432000,50.1873000,50.1389000
125.0200000,50.5104433,0.0378666,179.1886000,0.0637844,50.5003000,50.5226000,50.5301000,50.5338000,50.5375000,50.5375000,50.5412000,50.5152000,50.4891000,50.4667000,50.4407000,50.4444000,50.4667000,50.4667000,50.4854000,50.5226000,50.5301000,50.5263000,50.5077000,50.4779000,50.4779000,50.4779000,50.4816000,50.5114000,50.5748000,50.6046000,50.5673000,50.5375000,50.5189000,50.5189000
