0.0000000,0.5162043,0.0305040,-86.4420000,3.8705073,0.5587970,0.5550720,0.5606600,0.5532090,0.5383080,0.5327200,0.5196820,0.5010550,0.4880170,0.4749760,0.4656630,0.4749760,0.4954670,0.5215440,0.5457590,0.5494840,0.5345830,0.5010550,0.4768410,0.4675260,0.4712510,0.4880170,0.5178190,0.5476210,0.5532090,0.5364450,0.5159560,0.5103680,0.5122310,0.5178190
5.0010000,0.4954046,0.0366465,-83.7658000,3.9761434,0.4787030,0.4675260,0.4563500,0.4712510,0.5066430,0.5308580,0.5438960,0.5420330,0.5215440,0.5047800,0.5029180,0.5085060,0.5085060,0.5159560,0.5215440,0.5234070,0.5252700,0.5215440,0.5289950,0.5308580,0.5271320,0.5196820,0.4917420,0.4749760,0.4619380,0.4526250,0.4302730,0.4135090,0.4209600,0.4582130
10.0020000,0.5369419,0.0362340,-89.2496000,2.1298417,0.4488990,0.4451740,0.4749760,0.5029180,0.5271320,0.5513470,0.5494840,0.5289950,0.5085060,0.4973300,0.5085060,0.5364450,0.5587970,0.5699730,0.5811490,0.5755610,0.5625220,0.5550720,0.5643850,0.5792860,0.5848740,0.5662480,0.5438960,0.5383080,0.5420330,0.5513470,0.5532090,0.5550720,0.5345830,0.5122310
15.0020000,0.5156458,0.0224804,-90.6480000,4.1175550,0.5625220,0.5401710,0.5010550,0.4749760,0.4880170,0.5103680,0.5103680,0.5029180,0.4973300,0.4954670,0.4917420,0.4805660,0.4842910,0.4917420,0.4973300,0.5085060,0.5215440,0.5234070,0.5196820,0.5215440,0.5234070,0.5215440,0.5215440,0.5327200,0.5457590,0.5457590,0.5383080,0.5383080,0.5383080,0.5401710
20.0030000,0.5239656,0.0276412,-87.3628000,4.1304056,0.5681100,0.5606600,0.5494840,0.5364450,0.5178190,0.5010550,0.4787030,0.4656630,0.4824290,0.5196820,0.5457590,0.5532090,0.5476210,0.5383080,0.5383080,0.5327200,0.5364450,0.5308580,0.5085060,0.4936050,0.4917420,0.4936050,0.4991930,0.5010550,0.5066430,0.5215440,0.5438960,0.5643850,0.5550720,0.5364450
25.0040000,0.5450756,0.0383966,-87.3398000,3.2191087,0.5420330,0.5550720,0.5606600,0.5587970,0.5532090,0.5494840,0.5550720,0.5625220,0.5401710,0.5029180,0.4600750,0.4563500,0.4787030,0.5066430,0.5345830,0.5476210,0.5513470,0.5587970,0.5699730,0.5830120,0.6016380,0.6016380,0.5848740,0.5830120,0.5830120,0.5774240,0.5587970,0.5345830,0.5122310,0.4880170
30.0050000,0.5442064,0.0281470,-86.4036000,5.0904304,0.5308580,0.5345830,0.5289950,0.5364450,0.5513470,0.5550720,0.5532090,0.5550720,0.5587970,0.5643850,0.5792860,0.5886000,0.5960500,0.5848740,0.5625220,0.5532090,0.5643850,0.5699730,0.5550720,0.5476210,0.5420330,0.5308580,0.5234070,0.5215440,0.5196820,0.5252700,0.5271320,0.5085060,0.4824290,0.4749760
35.0060000,0.5231584,0.0335770,-84.3086000,3.4096186,0.5457590,0.5513470,0.5569350,0.5662480,0.5699730,0.5625220,0.5494840,0.5383080,0.5401710,0.5383080,0.5234070,0.5140940,0.5066430,0.5047800,0.5066430,0.5196820,0.5178190,0.4991930,0.4656630,0.4526250,0.4582130,0.4619380,0.4787030,0.5085060,0.5383080,0.5420330,0.5308580,0.5327200,0.5476210,0.5662480
40.0060000,0.5257042,0.0156658,-83.3672000,4.4331660,0.4917420,0.5066430,0.5234070,0.5513470,0.5532090,0.5401710,0.5252700,0.5140940,0.5159560,0.5234070,0.5271320,0.5215440,0.5252700,0.5234070,0.5159560,0.5066430,0.5196820,0.5476210,0.5587970,0.5476210,0.5308580,0.5103680,0.5103680,0.5271320,0.5327200,0.5383080,0.5345830,0.5234070,0.5140940,0.5103680
45.0070000,0.5209855,0.0198585,-86.2544000,2.9788472,0.5010550,0.4898790,0.4824290,0.4861540,0.4954670,0.5215440,0.5438960,0.5513470,0.5438960,0.5383080,0.5364450,0.5383080,0.5234070,0.4991930,0.5047800,0.5271320,0.5438960,0.5457590,0.5401710,0.5401710,0.5401710,0.5308580,0.5140940,0.5066430,0.5029180,0.5085060,0.5215440,0.5196820,0.5159560,0.5159560
