0.0000000,16.1997860,0.0165432,2.2440000,0.1641507,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2424000,16.2424000,16.2424000
5.0010000,16.0889300,0.0106943,2.4663000,0.0348229,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000
10.0020000,16.1532980,0.0303946,2.6488200,0.0515890,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000
15.0020000,16.2337580,0.0195458,1.7534400,0.0202371,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2722000,16.2722000,16.2722000,16.2722000,16.2722000,16.2722000,16.2722000,16.2722000,16.2722000,16.2722000,16.2722000
20.0030000,16.0999560,0.0343004,1.6343400,0.0768370,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0636000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.0934000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000
25.0040000,16.1452520,0.0131372,1.2843000,0.0476531,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000,16.1232000
30.0050000,16.1926340,0.0236037,1.1321400,0.0632610,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000
35.0060000,16.1950180,0.0212181,0.9390000,0.0841535,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000
40.0060000,16.2158780,0.0341208,1.9657800,0.0803974,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2424000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000
45.0070000,16.1667080,0.0233611,1.0804200,0.0357288,16.1828000,16.1828000,16.1828000,16.1828000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1530000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.1828000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2126000,16.2424000
